,id,opening_hours,city,creation_date,street,email,phone_number,name,revenue,cost_of_goods,cost_of_labor_month,fixed_costs_month,cost_of_labor_total,fixed_costs_total,total_PNL
224,224,13:00-23:00,New York,11/25/18 17:13,Canal St,thomas_cook_&_son_special@mail.com,0495-433632,Thomas Cook & Son Special,90500.9,13575.134999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,36102.80300092652
225,225,13:00-23:00,New York,4/6/17 4:37,York Ave,grand_hotel_royal@aol.com,0497-902845,Grand Hotel Royal,36352.5,5452.875,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-9923.33699907348
226,226,13:00-23:00,New York,12/19/18 22:39,Pomander Walk,le_provenÃ£Â§al@mail.com,0494-967480,Le ProvenÃƒÂ§al,64971.2,9745.679999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,14402.558000926525
227,227,13:00-23:00,New York,3/5/18 10:58,Washington Square S,ss_american_merchant@aol.com,0497-524026,S.S. American Merchant,52453.899999999994,7868.084999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,3762.853000926516
228,228,13:00-23:00,New York,5/25/17 18:15,Little West 12th St,[restaurant_and/or_location_not_given]@mail.com,0496-889479,[Restaurant And/Or Location Not Given],65812.9,9871.935,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,15118.003000926517
229,229,13:00-23:00,New York,9/29/17 6:56,Mangin St,friends_of_mr_arthur_j_okeeffe@aol.com,0494-112750,Friends Of Mr. Arthur J. Okeeffe,61805.200000000004,9270.78,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,11711.458000926526
230,230,08:00-12:00,San Francisco,9/22/17 22:30,Belvedere St,the_brown_palace_hotel@yahoo.com,0499-345063,The Brown Palace Hotel,37083.8,5562.570000000001,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-9301.731999073476
231,231,08:00-12:00,San Francisco,8/17/18 16:39,Clearview Ct,the_thirteen_club@hotmail.com,0498-363167,The Thirteen Club,36137.5,5420.625,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-10106.08699907348
232,232,08:00-12:00,San Francisco,6/20/17 18:14,Beaver St,princess_hotel@aol.com,0495-221082,Princess Hotel,43431.700000000004,6514.755,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-3906.0169990734794
233,233,08:00-12:00,San Francisco,7/16/17 13:28,Heritage,harry_voilers_trocadero_restaurant@inbox.com,0498-227782,Harry Voilers Trocadero Restaurant,61819.2,9272.88,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,11723.358000926513
234,234,08:00-12:00,San Francisco,6/10/17 12:17,Edgardo Pl,pullman_dining_car_serfvice_the_president@hotmail.com,0495-974544,Pullman Dining Car Serfvice The President,56204.899999999994,8430.734999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,6951.2030009265145
235,235,08:00-12:00,New York,5/24/18 17:52,Coenties Alley,king_frederik_viii@outlook.com,0499-382549,King Frederik Viii,68163.8,10224.57,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,17116.268000926524
236,236,08:00-12:00,San Francisco,2/2/18 9:37,Ecker St,stauchs_resturant@aol.com,0494-551799,Stauchs Resturant,59128.0,8869.199999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,9435.838000926524
237,237,08:00-12:00,New York,6/21/17 19:19,W 157th St,stockeld_park@hotmail.com,0499-188589,Stockeld Park,58200.299999999996,8730.044999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,8647.293000926518
238,238,08:00-12:00,San Francisco,5/2/17 15:06,Morris St,northern_steamship_company/great_orthern_ry_line@hotmail.com,0498-169919,Northern Steamship Company/Great Orthern Ry. Line,102872.0,15430.8,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,46618.23800092652
239,239,08:00-12:00,New York,4/30/17 1:25,Minetta Ln,blue_horizon@yahoo.com,0499-771130,Blue Horizon,53817.6,8072.639999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,4921.99800092652
240,240,08:00-12:00,San Francisco,5/17/17 2:30,Santa Cruz Ave,gardner_&_smith@hotmail.com,0497-126104,Gardner & Smith,64513.8,9677.07,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,14013.768000926524
241,241,08:00-12:00,New York,3/3/18 11:37,Oliver St,victorian@mail.com,0497-916301,Victorian,44353.799999999996,6653.069999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-3122.231999073483
242,242,08:00-12:00,San Francisco,12/21/18 12:16,Faxon Ave,board_of_managers_of_the_private_charitable_institutions@outlook.com,0495-914776,Board Of Managers Of The Private Charitable Institutions,43645.0,6546.75,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-3724.711999073479
243,243,08:00-12:00,San Francisco,7/26/17 16:12,Hubbell St,bevan_house@hotmail.com,0498-318834,Bevan House,30399.5,4559.925,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-14983.386999073482
244,244,08:00-12:00,San Francisco,9/18/17 7:05,Castle Manor Ave,casa_del_rey@yahoo.com,0498-368447,Casa Del Rey,53772.3,8065.845,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,4883.493000926523
245,245,08:00-12:00,San Francisco,7/26/18 8:40,Belle Ave,hotel_westminster@hotmail.com,0499-910156,Hotel Westminster,47188.2,7078.23,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-712.9919990734779
246,246,08:00-12:00,New York,4/26/17 1:26,W 106th St,the_colony@yahoo.com,0499-485401,The Colony,69560.5,10434.074999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,18303.463000926524
247,247,08:00-12:00,San Francisco,10/8/17 9:06,Cornwall St,college_of_pharmacy_of_the_city_of_ny@yahoo.com,0497-902578,College Of Pharmacy Of The City Of Ny,40063.7,6009.554999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-6768.816999073482
248,248,08:00-12:00,New York,5/12/17 2:35,Rose St,manhanset_house@aol.com,0496-352756,Manhanset House,29835.4,4475.31,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-15462.871999073475
249,249,08:00-12:00,New York,8/23/17 3:29,W 34th St,"usms_philadelphia,_third_class_menu@aol.com",0496-732595,"U.S.M.S. Philadelphia, Third Class Menu.",53427.6,8014.139999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,4590.49800092652
250,250,08:00-12:00,San Francisco,7/27/18 17:38,Cargo Way,restaurant_name_and/or_location_not_given]@yahoo.com,0496-324507,Restaurant name and/or location not given],61343.5,9201.525,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,11319.013000926527
251,251,08:00-12:00,San Francisco,7/5/18 17:25,7th Ave,the_lawrence@inbox.com,0495-175387,The Lawrence,62579.7,9386.955,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,12369.783000926516
252,252,08:00-12:00,San Francisco,1/7/19 8:06,Hill Point Ave,zodiac_room_at_neiman_marcus@gmail.com,0497-866667,Zodiac Room At Neiman Marcus,61807.1,9271.064999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,11713.073000926517
253,253,08:00-12:00,San Francisco,6/12/17 12:25,Bernice St,alberg_inn@outlook.com,0494-075817,Alberg Inn,41488.9,6223.335,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-5557.396999073477
254,254,08:00-12:00,San Francisco,6/12/17 13:17,Curtis St,jack_trayers@mail.com,0494-232218,Jack Trayers,35287.6,5293.139999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-10828.50199907348
255,255,08:00-12:00,San Francisco,4/13/18 0:55,Ingerson Ave,all_souls_church@aol.com,0495-822731,All Souls Church,55348.700000000004,8302.305,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,6223.433000926525
256,256,08:00-12:00,San Francisco,11/5/18 4:59,Denslowe Dr,papyrus_club@aol.com,0494-352572,Papyrus Club,32939.2,4940.879999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-12824.641999073487
257,257,08:00-12:00,New York,7/1/17 12:47,Fort Washington Ave,volks_restaurant@outlook.com,0496-818382,Volks Restaurant,26051.6,3907.74,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-18679.101999073486
258,258,08:00-12:00,San Francisco,8/8/17 7:08,H St,president_of_jamestown_exposition_company_(h_st_george_tucker)__and_mrs_tucker@hotmail.com,0499-859220,President Of Jamestown Exposition Company (H. St. George Tucker)  And Mrs. Tucker,54227.0,8134.049999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,5269.988000926518
259,259,08:00-12:00,New York,4/26/17 19:47,W 79th St,st_johns_lodge_no_1@gmail.com,0496-925897,St. Johns Lodge No. 1,54201.6,8130.24,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,5248.398000926514
260,260,08:00-12:00,New York,10/20/18 20:54,W 27th St,deutschen_haus@hotmail.com,0494-247589,Deutschen Haus,59283.7,8892.554999999998,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,9568.183000926525
261,261,08:00-12:00,New York,3/15/19 1:49,W 4th St,aidas_east@hotmail.com,0498-997767,Aidas East,44143.7,6621.554999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-3300.8169990734823
262,262,08:00-12:00,San Francisco,6/20/18 15:39,Clipper St,manhattan_casino@gmail.com,0499-743514,Manhattan Casino,94539.5,14180.925,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,39535.61300092652
263,263,08:00-12:00,San Francisco,11/30/17 5:43,Rockridge Dr,the_patriarchs@hotmail.com,0497-353483,The Patriarchs,63487.7,9523.154999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,13141.58300092652
264,264,08:00-12:00,San Francisco,9/25/18 23:03,Buckingham Way,mayor_and_citizens_of_chicago@mail.com,0497-436195,Mayor And Citizens Of Chicago,108694.8,16304.22,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,51567.61800092652
265,265,08:00-12:00,San Francisco,1/6/19 12:11,Hooper St,norddeutsch_lloyd_bremen@outlook.com,0496-602046,Norddeutsch Lloyd Bremen,54845.7,8226.855,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,5795.883000926522
266,266,08:00-12:00,San Francisco,6/8/17 6:24,J St,quill_and_dagger@gmail.com,0497-508830,Quill And Dagger,32929.4,4939.41,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-12832.971999073481
267,267,08:00-12:00,San Francisco,11/1/17 5:36,Crespi Dr,mr_jpsmith@gmail.com,0497-644507,Mr. J.P.Smith,34464.9,5169.735,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-11527.796999073478
268,268,08:00-12:00,New York,8/19/17 11:12,Wall St,oregon_railroad_&_navigation_co@gmail.com,0498-625563,Oregon Railroad & Navigation Co.,44859.3,6728.895,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-2692.5569990734803
269,269,08:00-12:00,San Francisco,6/14/17 2:13,16th Ave,riggs_house@yahoo.com,0495-706008,Riggs House,40577.3,6086.595,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-6332.256999073477
270,270,08:00-12:00,San Francisco,9/11/17 21:56,Avery St,the_commodore_hotel@hotmail.com,0495-929663,The Commodore Hotel,56940.0,8541.0,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,7576.038000926521
271,271,08:00-12:00,New York,5/3/17 16:40,E 8th St,the_berkeley@mail.com,0497-915938,The Berkeley,52058.799999999996,7808.819999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,3427.018000926517
272,272,08:00-12:00,San Francisco,5/10/17 5:24,Stow Lake Dr,the_hannaberry_&_moran_dining_room@aol.com,0499-250058,The Hannaberry & Moran Dining Room,48219.9,7232.985,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,163.95300092652178
273,273,08:00-12:00,San Francisco,11/29/17 16:25,Alana Way,nippon_yusen_kaisha__ssnasuga@outlook.com,0498-943233,Nippon Yusen Kaisha  S.S.Nasuga,59128.200000000004,8869.23,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,9436.00800092653
274,274,08:00-12:00,San Francisco,4/14/17 10:41,Higuera Ave,the_pennsylvania_bar_association_on_behalf_of_the_bar_of_the_commonwealth@outlook.com,0495-673340,The Pennsylvania Bar Association On Behalf Of The Bar Of The Commonwealth,101868.8,15280.32,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,45765.51800092652
275,275,08:00-12:00,New York,3/8/18 8:04,W 157th St,italian_american_citizens_of_the_sixth_assembly_district@inbox.com,0495-281724,Italian American Citizens Of The Sixth Assembly District,43714.1,6557.115,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-3665.976999073486
276,276,08:00-12:00,San Francisco,3/3/19 20:00,Marengo St,german_gov@hotmail.com,0499-557897,German Gov.,39293.1,5893.964999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-7423.826999073477
277,277,08:00-12:00,San Francisco,5/27/17 3:06,Iron Alley,huguenin@gmail.com,0495-693633,Huguenin,43898.8,6584.820000000001,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-3508.981999073476
278,278,08:00-12:00,San Francisco,7/13/17 20:29,Lunado Ct,grill_car@outlook.com,0494-323846,Grill Car,28642.8,4296.42,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-16476.581999073478
279,279,08:00-12:00,San Francisco,4/23/17 9:48,Cesar Chavez,cathay_house@outlook.com,0494-615406,Cathay House,47799.2,7169.879999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-193.64199907348666
280,280,08:00-12:00,San Francisco,1/19/19 14:15,Peralta Ave,albany_society_of_nyc@yahoo.com,0497-145201,Albany Society Of Nyc,55163.8,8274.57,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,6066.268000926524
281,281,08:00-12:00,San Francisco,4/9/17 23:25,Pixley St,san_remo_hotel@aol.com,0499-049339,San Remo Hotel,50298.5,7544.775,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,1930.7630009265267
282,282,08:00-12:00,San Francisco,12/22/17 11:44,Emery Ln,union_pacific@aol.com,0498-294684,Union Pacific,53645.2,8046.779999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,4775.458000926519
283,283,08:00-12:00,San Francisco,6/14/17 22:13,Margaret Ave,carlton_terrace@mail.com,0498-628910,Carlton Terrace,45328.8,6799.320000000001,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-2293.481999073476
284,284,08:00-12:00,San Francisco,10/14/17 20:37,E Rd - City College Of San Francisco,st_georges_society_of_new_york@outlook.com,0496-724561,St. Georges Society Of New York,45697.0,6854.55,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-1980.511999073482
285,285,08:00-12:00,New York,8/15/17 14:11,E 56th St,le_pistou@inbox.com,0496-903236,Le Pistou,52808.2,7921.23,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,4064.008000926522
286,286,08:00-12:00,San Francisco,5/12/17 12:59,Minna St,cigar_manufacturers@yahoo.com,0496-049406,Cigar Manufacturers,44546.9,6682.035,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-2958.096999073481
287,287,08:00-12:00,San Francisco,11/11/18 7:54,Sternberg Rd - Golden Gate National Recreation Area,association_of_life_insurance_medical_directors@aol.com,0499-190429,Association Of Life Insurance Medical Directors,54319.4,8147.91,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,5348.528000926519
288,288,08:00-12:00,San Francisco,5/25/17 10:45,Addison St,patent_law_associaton_of_washington@outlook.com,0495-881993,Patent Law Associaton Of Washington,103242.7,15486.404999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,46933.33300092652
289,289,08:00-12:00,New York,4/8/17 10:03,Rector Pl,cafe_zur_frauenkirche_@yahoo.com,0494-847491,Cafe Zur Frauenkirche,35429.0,5314.349999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-10708.311999073478
290,290,08:00-12:00,San Francisco,4/26/18 17:31,Jefferson St,mandels_tea_rooms@aol.com,0496-621540,Mandels Tea Rooms,20429.0,3064.35,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-23458.311999073478
291,291,08:00-12:00,San Francisco,6/1/17 11:18,Ophir Alley,mouquin_restaurant_&_wine_co@hotmail.com,0494-803235,Mouquin Restaurant & Wine Co.,46808.1,7021.214999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-1036.076999073477
292,292,08:00-12:00,San Francisco,5/8/17 15:25,Cameo Way,harrys_bar@aol.com,0497-835799,Harrys Bar,33624.7,5043.704999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-12241.966999073484
293,293,08:00-12:00,San Francisco,5/8/17 21:27,Mcrae Ln - Golden Gate National Recreation Area,cercle_francais_de_lharmonie@inbox.com,0494-211372,Cercle Francais De Lharmonie,52241.9,7836.285,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,3582.653000926519
294,294,08:00-12:00,San Francisco,6/14/17 20:02,Mayfair Dr,connecticut_society_of_civil_engineers@yahoo.com,0494-759015,Connecticut Society Of Civil Engineers,53214.5,7982.174999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,4409.363000926518
295,295,08:00-12:00,New York,3/29/18 19:33,F D R Drive Service Rd E,restaurant_le_bourgogne@yahoo.com,0499-815162,Restaurant Le Bourgogne,55191.0,8278.65,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,6089.388000926527
296,296,08:00-12:00,New York,6/23/17 20:19,Randalls Is Rd,kalils_restaurant@gmail.com,0495-409004,Kalils Restaurant,62588.2,9388.23,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,12377.008000926522
297,297,08:00-12:00,San Francisco,9/27/17 18:27,Montague Pl,"testimonial_dinner,_little_hungary@hotmail.com",0496-818288,"Testimonial Dinner, Little Hungary",44113.2,6616.98,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-3326.741999073478
298,298,08:00-12:00,San Francisco,5/20/17 16:17,Nottingham Pl,quill_and_dagger_club@inbox.com,0499-486861,Quill And Dagger Club,47280.6,7092.089999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-634.451999073477
299,299,08:00-12:00,San Francisco,5/2/17 13:08,Cleo Rand Ln,sullivans@inbox.com,0496-197092,Sullivans,41902.1,6285.315,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-5206.176999073483
300,300,08:00-12:00,New York,8/30/17 11:51,W 155th St,larrys_country_inn@yahoo.com,0499-138846,Larrys Country Inn,41664.799999999996,6249.719999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-5407.881999073485
301,301,08:00-12:00,San Francisco,3/29/19 10:57,Atalaya Terrace,city_editors_association_of_philadelphia@yahoo.com,0496-041119,City Editors Association Of Philadelphia,59020.2,8853.029999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,9344.20800092652
302,302,08:00-12:00,San Francisco,3/25/19 7:25,Peninsula Ave,mr_lowden@gmail.com,0496-267789,Mr. Lowden,27938.699999999997,4190.804999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-17075.066999073482
303,303,08:00-12:00,New York,6/30/17 5:43,Wall St,savoy_grill@yahoo.com,0497-606598,Savoy Grill,45084.6,6762.69,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-2501.051999073483
304,304,08:00-12:00,San Francisco,8/25/18 9:04,Mountain Spring Ave,terrace_garden@gmail.com,0498-024279,Terrace Garden,33790.3,5068.545,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-12101.206999073474
305,305,08:00-12:00,San Francisco,12/15/17 20:08,Bertha Ln,deal_golf_and_country_club@mail.com,0494-785698,Deal Golf and Country Club,27177.2,4076.58,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-17722.34199907348
306,306,08:00-12:00,New York,7/15/17 6:19,W 42nd St,park_lane@outlook.com,0497-612011,Park Lane,42837.9,6425.685,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-4410.746999073475
307,307,08:00-12:00,San Francisco,5/1/17 6:49,Lathrop Ave,green_mountain_restaurant_diner@gmail.com,0498-209718,Green Mountain Restaurant Diner,35372.1,5305.815,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-10756.676999073483
308,308,08:00-12:00,San Francisco,5/11/17 12:17,Lomita Ave,french_circle@hotmail.com,0495-007887,French Circle,65869.2,9880.38,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,15165.858000926513
309,309,08:00-12:00,San Francisco,7/6/17 20:49,Upton St,hotel_empire@yahoo.com,0497-936628,Hotel Empire,39783.799999999996,5967.569999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-7006.731999073483
310,310,08:00-12:00,San Francisco,9/17/17 10:06,Elizabeth St,terminal_station_lunch_room@yahoo.com,0499-023944,Terminal Station Lunch Room,29324.8,4398.719999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-15896.881999073481
311,311,08:00-12:00,San Francisco,6/2/17 14:04,39th Ave,stammhaus@outlook.com,0495-003335,Stammhaus,74887.2,11233.08,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,22831.158000926516
312,312,08:00-12:00,San Francisco,1/1/18 18:29,Bemis St,jewelers_league_of_new_york@aol.com,0498-186979,Jewelers League Of New York,49865.4,7479.8099999999995,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,1562.6280009265247
313,313,08:00-12:00,New York,1/5/19 6:36,Vesey St,shezan@gmail.com,0498-702295,Shezan,29048.1,4357.214999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-16132.076999073477
314,314,08:00-12:00,San Francisco,6/12/17 0:52,Milton I Ross Ln,crawfords@inbox.com,0494-658590,Crawfords,30372.600000000002,4555.89,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-15006.251999073476
315,315,08:00-12:00,New York,5/28/17 5:25,Sheriff St,national_republican_club_house_[?]@inbox.com,0494-369190,National Republican Club House [?],55087.4,8263.11,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,6001.328000926522
316,316,08:00-12:00,San Francisco,12/4/17 0:13,Toyon Ln,chamber_of_commerce_(new_york_city?)@outlook.com,0499-298797,Chamber Of Commerce (New York City?),66206.8,9931.02,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,15452.81800092652
317,317,12:00-20:00,San Francisco,3/18/18 11:59,Church St,ss_nieuw_amsterdam@yahoo.com,0496-586379,S.S. Nieuw Amsterdam,47141.8,7071.27,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-752.4319990734803
318,318,08:00-21:00,New York,10/2/17 1:11,Bond St,ritz-carlton_hotel@aol.com,0499-964876,Ritz-Carlton Hotel,34588.799999999996,5188.319999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-11422.481999073483
319,319,08:00-21:00,New York,2/1/18 8:00,W 181st St,memorial_apts@hotmail.com,0496-568502,Memorial Apts.,53943.9,8091.585,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,5029.353000926523
320,320,08:00-21:00,New York,8/17/17 0:41,Harlem River Dr,agora@hotmail.com,0498-440239,Agora,28980.2,4347.03,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-16189.791999073477
321,321,08:00-21:00,New York,8/19/17 9:47,E 50th St,(fifth_avenue_hotel?}@yahoo.com,0495-366407,(Fifth Avenue Hotel?},35991.8,5398.77,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-10229.93199907348
322,322,12:00-20:00,San Francisco,7/12/17 16:18,Middle Point Rd,new_england_delegation_of_hmmba@mail.com,0499-644955,New England Delegation Of H.M.M.B.A.,38410.6,5761.589999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-8173.951999073477
323,323,08:00-21:00,New York,11/29/17 4:27,Sullivan St,the_greenbrier@inbox.com,0494-429919,The Greenbrier,56588.299999999996,8488.244999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,7277.093000926521
324,324,12:00-20:00,New York,7/18/18 21:01,Leroy St,grunewald_hotel@outlook.com,0496-985254,Grunewald Hotel,37806.2,5670.929999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-8687.691999073482
325,325,08:00-21:00,San Francisco,7/11/17 6:41,Bartlett St,new_york_library_club@mail.com,0496-516225,New York Library Club,41041.9,6156.285,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-5937.346999073481
326,326,08:00-21:00,New York,10/1/17 10:01,E 123rd St,the_red_onion@hotmail.com,0499-622718,The Red Onion,33407.6,5011.139999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-12426.50199907348
327,327,12:00-20:00,San Francisco,9/14/17 3:06,Sawyer St,north_shore_country_club___main_lounge@inbox.com,0499-318356,North Shore Country Club   Main Lounge,34671.1,5200.665,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-11352.526999073481
328,328,12:00-20:00,San Francisco,10/5/18 21:26,Rivera St,la_residence@hotmail.com,0495-548003,La Residence,39052.2,5857.829999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-7628.591999073484
329,329,08:00-21:00,New York,5/25/17 9:39,Paladino Ave,society_of_colonial_wars_in_the_state_of_new_jersey@hotmail.com,0496-071272,Society Of Colonial Wars In The State Of New Jersey,43827.200000000004,6574.080000000001,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-3569.8419990734765
330,330,08:00-21:00,New York,2/4/19 13:47,W 22nd St,sons_of_delaware@inbox.com,0497-477821,Sons Of Delaware,23917.6,3587.64,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-20493.00199907348
331,331,08:00-21:00,New York,4/25/17 3:03,E 17th St,the_lyric_theatre@inbox.com,0498-370890,The Lyric Theatre,34858.0,5228.7,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-11193.661999073476
332,332,12:00-20:00,New York,7/5/17 19:32,E 58th St,us_military_academy@gmail.com,0495-544104,Us Military Academy,22440.4,3366.06,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-21748.621999073475
333,333,12:00-20:00,San Francisco,5/20/17 0:18,De Boom St,don_roths_blackhawk_restaurant@gmail.com,0495-750239,Don Roths Blackhawk Restaurant,39337.799999999996,5900.669999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-7385.831999073482
334,334,08:00-21:00,New York,8/9/17 13:04,W 97th St,dinner_held_by_pennsylvania_railroad@mail.com,0495-654190,Dinner Held By Pennsylvania Railroad,31184.0,4677.599999999999,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,-14316.561999073478
335,335,08:00-21:00,New York,4/16/17 19:34,W 105th St,waldorf_hotel@hotmail.com,0497-155341,Waldorf Hotel,57887.5,8683.125,1811.4084869718752,1590.5050129509148,21736.9018436625,19086.060155410978,8381.41300092652
