,id,opening_hours,city,creation_date,data_id,street,email,phone_number,name,_rid,_self,_etag,_attachments,_ts
147,147,13:00-23:00,San Francisco,4/5/17 4:01,2,Thornton Ave,duffs@gmail.com,0495-750801,Duffs,LFZbAOhfMFqUAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqUAAAAAAAAAA==/,"""100002e7-0000-0200-0000-622fb54c0000""",attachments/,1647293772
148,148,13:00-23:00,San Francisco,9/29/18 23:22,382,Dale Pl,smsvineta@inbox.com,0495-142934,S.M.S.Vineta,LFZbAOhfMFqVAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqVAAAAAAAAAA==/,"""100003e7-0000-0200-0000-622fb54c0000""",attachments/,1647293772
149,149,13:00-23:00,San Francisco,4/7/17 9:44,6,Gaviota Way,camp_wadsworth@aol.com,0497-545403,Camp Wadsworth,LFZbAOhfMFqWAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqWAAAAAAAAAA==/,"""100004e7-0000-0200-0000-622fb54c0000""",attachments/,1647293772
150,150,13:00-23:00,San Francisco,4/15/17 11:08,20,Jackson St,john_hart@yahoo.com,0495-220630,John Hart,LFZbAOhfMFqXAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqXAAAAAAAAAA==/,"""100005e7-0000-0200-0000-622fb54c0000""",attachments/,1647293772
151,151,13:00-23:00,San Francisco,2/8/18 14:41,320,Dwight St,ernest_marples_cellars@hotmail.com,0497-895115,Ernest Marples Cellars,LFZbAOhfMFqYAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqYAAAAAAAAAA==/,"""100006e7-0000-0200-0000-622fb54c0000""",attachments/,1647293772
152,152,13:00-23:00,San Francisco,10/19/17 10:00,269,De Boom St,the_pilgrims@mail.com,0495-716563,The Pilgrims,LFZbAOhfMFqZAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqZAAAAAAAAAA==/,"""100007e7-0000-0200-0000-622fb54c0000""",attachments/,1647293772
153,153,13:00-23:00,San Francisco,6/10/18 19:54,352,Redfield Alley,the_red_star_inn@mail.com,0495-359995,The Red Star Inn,LFZbAOhfMFqaAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqaAAAAAAAAAA==/,"""100008e7-0000-0200-0000-622fb54d0000""",attachments/,1647293773
154,154,13:00-23:00,San Francisco,5/14/17 9:22,74,Terra Vista Ave,la_vicomtesse_parker@aol.com,0496-009626,La Vicomtesse Parker,LFZbAOhfMFqbAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqbAAAAAAAAAA==/,"""100009e7-0000-0200-0000-622fb54d0000""",attachments/,1647293773
155,155,13:00-23:00,San Francisco,5/7/17 15:21,55,Monument Way,hamburg__armerika_linie@gmail.com,0499-110587,Hamburg  Armerika Linie,LFZbAOhfMFqcAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqcAAAAAAAAAA==/,"""10000be7-0000-0200-0000-622fb54d0000""",attachments/,1647293773
156,156,13:00-23:00,San Francisco,8/2/17 9:01,189,Dale Pl,paul_clemann@yahoo.com,0498-742579,Paul Clemann,LFZbAOhfMFqdAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqdAAAAAAAAAA==/,"""10000ce7-0000-0200-0000-622fb54d0000""",attachments/,1647293773
157,157,13:00-23:00,San Francisco,5/2/17 3:51,49,Horace St,merchants_club___the_salvation_army@aol.com,0498-417586,Merchants Club   The Salvation Army,LFZbAOhfMFqeAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqeAAAAAAAAAA==/,"""10000de7-0000-0200-0000-622fb54d0000""",attachments/,1647293773
158,158,13:00-23:00,San Francisco,12/17/17 19:30,304,Central Ave,the_terrace_restaurant@mail.com,0496-597067,The Terrace Restaurant,LFZbAOhfMFqfAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqfAAAAAAAAAA==/,"""10000fe7-0000-0200-0000-622fb54d0000""",attachments/,1647293773
159,159,13:00-23:00,San Francisco,7/20/18 6:11,364,Bliss St - Golden Gate National Recreation Area,mrs_h_mc_k_twombley@hotmail.com,0498-406807,Mrs. H. Mc K. Twombley,LFZbAOhfMFqgAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqgAAAAAAAAAA==/,"""100010e7-0000-0200-0000-622fb54d0000""",attachments/,1647293773
160,160,13:00-23:00,New York,11/25/18 5:35,394,W 119th St,palace_hotel_restaurat@mail.com,0496-199308,Palace Hotel Restaurat,LFZbAOhfMFqhAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqhAAAAAAAAAA==/,"""100011e7-0000-0200-0000-622fb54d0000""",attachments/,1647293773
161,161,13:00-23:00,New York,3/7/18 5:11,330,River Rd,oneco_hotel@outlook.com,0495-918349,Oneco Hotel,LFZbAOhfMFqiAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqiAAAAAAAAAA==/,"""100012e7-0000-0200-0000-622fb54d0000""",attachments/,1647293773
162,162,13:00-23:00,New York,4/16/17 12:26,22,University Pl,ss_hastings@mail.com,0497-759548,S.S. Hastings,LFZbAOhfMFqjAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqjAAAAAAAAAA==/,"""100013e7-0000-0200-0000-622fb54d0000""",attachments/,1647293773
163,163,13:00-23:00,New York,5/10/17 17:33,64,Marginal St,leon_&_eddies@gmail.com,0495-181886,Leon & Eddies,LFZbAOhfMFqkAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqkAAAAAAAAAA==/,"""100014e7-0000-0200-0000-622fb54e0000""",attachments/,1647293774
164,164,13:00-23:00,New York,11/17/17 22:19,286,Gustave L. Levy Pl,restaurant_cafe_winkler@gmail.com,0494-530143,Restaurant Cafe Winkler,LFZbAOhfMFqlAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqlAAAAAAAAAA==/,"""100015e7-0000-0200-0000-622fb54e0000""",attachments/,1647293774
165,165,13:00-23:00,New York,11/16/17 23:18,283,W 165th St,associates_of_the_interborough_rapid_transit_co@yahoo.com,0496-498427,Associates Of The Interborough Rapid Transit Co.,LFZbAOhfMFqmAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqmAAAAAAAAAA==/,"""100016e7-0000-0200-0000-622fb54e0000""",attachments/,1647293774
166,166,13:00-23:00,New York,4/8/18 23:30,341,Craig Rd N,deutsche_liederkranz@mail.com,0497-036924,Deutsche Liederkranz,LFZbAOhfMFqnAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqnAAAAAAAAAA==/,"""100018e7-0000-0200-0000-622fb54e0000""",attachments/,1647293774
167,167,13:00-23:00,New York,2/14/19 12:35,414,Manhattan,rh_macy_and_co@mail.com,0495-810995,R.H. Macy and Co.,LFZbAOhfMFqoAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqoAAAAAAAAAA==/,"""100019e7-0000-0200-0000-622fb54e0000""",attachments/,1647293774
168,168,13:00-23:00,New York,8/19/17 5:54,211,Marble Hill Ln,joseph_pulitzer@aol.com,0494-529945,Joseph Pulitzer,LFZbAOhfMFqpAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqpAAAAAAAAAA==/,"""10001ce7-0000-0200-0000-622fb54e0000""",attachments/,1647293774
169,169,13:00-23:00,New York,1/14/18 4:11,312,W 31st St,hotel_de_paris@outlook.com,0496-813960,Hotel De Paris,LFZbAOhfMFqqAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqqAAAAAAAAAA==/,"""10001de7-0000-0200-0000-622fb54e0000""",attachments/,1647293774
170,170,13:00-23:00,New York,9/4/17 3:02,234,Dongan Pl,community_of_zurich@inbox.com,0499-332744,Community Of Zurich,LFZbAOhfMFqrAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqrAAAAAAAAAA==/,"""10001ee7-0000-0200-0000-622fb54e0000""",attachments/,1647293774
171,171,13:00-23:00,New York,8/27/17 9:47,217,Colonel Robert Magaw Pl,cafe_new_york_restaurant@aol.com,0498-062323,Cafe New York Restaurant,LFZbAOhfMFqsAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqsAAAAAAAAAA==/,"""100020e7-0000-0200-0000-622fb54e0000""",attachments/,1647293774
172,172,13:00-23:00,New York,11/4/17 20:46,277,Short Ave,royal_pavillion_hotel@mail.com,0499-920840,Royal Pavillion Hotel,LFZbAOhfMFqtAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqtAAAAAAAAAA==/,"""100021e7-0000-0200-0000-622fb54f0000""",attachments/,1647293775
173,173,13:00-23:00,New York,6/27/17 1:11,148,Tiemann Pl,nippon_yusen_kaisha___sskobe_liaru@aol.com,0496-749513,Nippon Yusen Kaisha   S.S.Kobe Liaru,LFZbAOhfMFquAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFquAAAAAAAAAA==/,"""100022e7-0000-0200-0000-622fb54f0000""",attachments/,1647293775
174,174,13:00-23:00,New York,7/18/17 21:43,178,W 22nd St,league_building@mail.com,0494-973550,League Building,LFZbAOhfMFqvAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqvAAAAAAAAAA==/,"""100023e7-0000-0200-0000-622fb54f0000""",attachments/,1647293775
175,175,13:00-23:00,New York,5/30/17 9:20,103,John Jay Byrne Bridge,volapukakluba_nolumelopik@inbox.com,0495-155452,Volapukakluba Nolumelopik,LFZbAOhfMFqwAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqwAAAAAAAAAA==/,"""100024e7-0000-0200-0000-622fb54f0000""",attachments/,1647293775
176,176,13:00-23:00,New York,11/11/18 11:38,392,Martin Luther King Blvd,fritzels@outlook.com,0497-163415,Fritzels,LFZbAOhfMFqxAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqxAAAAAAAAAA==/,"""100025e7-0000-0200-0000-622fb54f0000""",attachments/,1647293775
177,177,13:00-23:00,New York,6/29/17 6:06,151,Jones Alley,chateau_frontenac_hotel@hotmail.com,0499-824348,Chateau Frontenac Hotel,LFZbAOhfMFqyAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqyAAAAAAAAAA==/,"""100028e7-0000-0200-0000-622fb54f0000""",attachments/,1647293775
178,178,13:00-23:00,New York,12/16/17 22:02,303,Centre Market Pl,hotel_grenoble@gmail.com,0497-826678,Hotel Grenoble,LFZbAOhfMFqzAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqzAAAAAAAAAA==/,"""100029e7-0000-0200-0000-622fb54f0000""",attachments/,1647293775
179,179,13:00-23:00,New York,7/24/17 4:58,181,Escanaba Rd,delta_kappa_epsilon_fraternity@aol.com,0494-762373,Delta Kappa Epsilon Fraternity,LFZbAOhfMFq0AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq0AAAAAAAAAA==/,"""10002ae7-0000-0200-0000-622fb54f0000""",attachments/,1647293775
180,180,13:00-23:00,New York,6/28/17 21:44,150,Cannon St,the_waldorf_astoria_hotel@inbox.com,0494-929274,The Waldorf Astoria Hotel,LFZbAOhfMFq1AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq1AAAAAAAAAA==/,"""10002be7-0000-0200-0000-622fb54f0000""",attachments/,1647293775
181,181,13:00-23:00,New York,11/14/17 23:54,281,Hanover Square,washington_association_of_bowdoin_alumni@mail.com,0496-364859,Washington Association Of Bowdoin Alumni,LFZbAOhfMFq2AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq2AAAAAAAAAA==/,"""10002ce7-0000-0200-0000-622fb5500000""",attachments/,1647293776
182,182,13:00-23:00,New York,4/26/18 17:32,347,2nd St (See E 2nd St below),paquebot_ile_de_france@gmail.com,0495-042205,Paquebot Ile De France,LFZbAOhfMFq3AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq3AAAAAAAAAA==/,"""10002ee7-0000-0200-0000-622fb5500000""",attachments/,1647293776
183,183,13:00-23:00,New York,2/6/19 18:05,412,W 225th St,union_league_of_maryland@inbox.com,0498-572670,Union League Of Maryland,LFZbAOhfMFq4AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq4AAAAAAAAAA==/,"""100030e7-0000-0200-0000-622fb5500000""",attachments/,1647293776
184,184,13:00-23:00,New York,4/28/17 16:06,42,Bradhurst Ave,cigar_leaf_tobacco_board_of_trade_of_the_united_states@mail.com,0498-516439,Cigar Leaf Tobacco Board Of Trade Of The United States,LFZbAOhfMFq5AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq5AAAAAAAAAA==/,"""100031e7-0000-0200-0000-622fb5500000""",attachments/,1647293776
185,185,13:00-23:00,New York,10/27/18 23:36,388,E 55th St,comrades_of_the_army_of_the_potomac@yahoo.com,0497-243460,Comrades Of The Army Of The Potomac,LFZbAOhfMFq6AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq6AAAAAAAAAA==/,"""100033e7-0000-0200-0000-622fb5500000""",attachments/,1647293776
186,186,13:00-23:00,New York,9/11/18 12:21,378,Union Square E,petrossian_restaurant@outlook.com,0497-167234,Petrossian Restaurant,LFZbAOhfMFq7AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq7AAAAAAAAAA==/,"""100035e7-0000-0200-0000-622fb5500000""",attachments/,1647293776
187,187,13:00-23:00,New York,7/25/17 1:03,182,Macdougal St,the_national_arts_club@mail.com,0495-640880,The National Arts Club,LFZbAOhfMFq8AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq8AAAAAAAAAA==/,"""100036e7-0000-0200-0000-622fb5500000""",attachments/,1647293776
188,188,13:00-23:00,New York,5/28/17 18:13,100,Amsterdam Ave,kempinski_restaurant@mail.com,0497-742699,Kempinski Restaurant,LFZbAOhfMFq9AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq9AAAAAAAAAA==/,"""100037e7-0000-0200-0000-622fb5500000""",attachments/,1647293776
189,189,13:00-23:00,New York,3/16/18 21:02,334,E 25th St,hotel_royal_palm@hotmail.com,0499-165371,Hotel Royal Palm,LFZbAOhfMFq+AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq+AAAAAAAAAA==/,"""100038e7-0000-0200-0000-622fb5500000""",attachments/,1647293776
190,190,13:00-23:00,New York,10/21/17 2:36,272,Robert F Wagner Sr Pl,glen_falls_club@inbox.com,0497-169737,Glen Falls Club,LFZbAOhfMFq-AAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFq-AAAAAAAAAA==/,"""10003be7-0000-0200-0000-622fb5500000""",attachments/,1647293776
191,191,13:00-23:00,New York,10/19/17 21:18,270,Beekman St,val_bella@gmail.com,0499-376327,Val Bella,LFZbAOhfMFrAAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrAAAAAAAAAAA==/,"""10003ce7-0000-0200-0000-622fb5510000""",attachments/,1647293777
192,192,13:00-23:00,New York,1/25/19 4:37,410,Rutgers Slip,"supper_menu,_red_star_line_antwerpen_new_york_antwerpen_boston@yahoo.com",0494-602526,"Supper Menu, Red Star Line Antwerpen New York Antwerpen Boston",LFZbAOhfMFrBAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrBAAAAAAAAAA==/,"""10003ee7-0000-0200-0000-622fb5510000""",attachments/,1647293777
193,193,13:00-23:00,New York,5/20/17 7:01,87,W 157th St,the_pullman_company@inbox.com,0494-454409,The Pullman Company,LFZbAOhfMFrCAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrCAAAAAAAAAA==/,"""10003fe7-0000-0200-0000-622fb5510000""",attachments/,1647293777
194,194,13:00-23:00,New York,6/17/17 9:32,139,59th St Bridge,jacob_reiss@aol.com,0494-056519,Jacob Reiss,LFZbAOhfMFrDAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrDAAAAAAAAAA==/,"""100041e7-0000-0200-0000-622fb5510000""",attachments/,1647293777
195,195,13:00-23:00,New York,9/3/18 18:52,376,Main St,hotel_eugenia_victoria@mail.com,0499-238506,Hotel Eugenia Victoria,LFZbAOhfMFrEAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrEAAAAAAAAAA==/,"""100043e7-0000-0200-0000-622fb5510000""",attachments/,1647293777
196,196,13:00-23:00,New York,9/3/17 10:51,232,Franklin St,little_china@hotmail.com,0494-853775,Little China,LFZbAOhfMFrFAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrFAAAAAAAAAA==/,"""100044e7-0000-0200-0000-622fb5510000""",attachments/,1647293777
197,197,13:00-23:00,New York,5/13/17 5:35,69,E 117th St,kronenhalle@outlook.com,0499-590224,Kronenhalle,LFZbAOhfMFrGAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrGAAAAAAAAAA==/,"""100046e7-0000-0200-0000-622fb5510000""",attachments/,1647293777
198,198,13:00-23:00,New York,5/14/17 18:28,75,W 90th St,ritz-carlton@gmail.com,0498-293424,Ritz-Carlton,LFZbAOhfMFrHAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrHAAAAAAAAAA==/,"""100047e7-0000-0200-0000-622fb5510000""",attachments/,1647293777
199,199,13:00-23:00,New York,4/9/18 8:11,342,Church St,frankfurter_hof@mail.com,0498-869493,Frankfurter Hof,LFZbAOhfMFrIAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrIAAAAAAAAAA==/,"""100049e7-0000-0200-0000-622fb5510000""",attachments/,1647293777
200,200,13:00-23:00,New York,2/25/18 8:12,324,E 101st St,cafe_mellone@mail.com,0499-140440,Cafe Mellone,LFZbAOhfMFrJAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrJAAAAAAAAAA==/,"""10004ae7-0000-0200-0000-622fb5520000""",attachments/,1647293778
201,201,13:00-23:00,New York,5/27/17 20:39,98,W 116th St,ewings_new_restaurant@outlook.com,0494-245261,Ewings New Restaurant,LFZbAOhfMFrKAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrKAAAAAAAAAA==/,"""10004be7-0000-0200-0000-622fb5520000""",attachments/,1647293778
202,202,13:00-23:00,New York,12/29/18 17:23,403,Ferry Line Rd,au_chat_noir@mail.com,0496-864366,Au Chat Noir,LFZbAOhfMFrLAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrLAAAAAAAAAA==/,"""10004ce7-0000-0200-0000-622fb5520000""",attachments/,1647293778
203,203,13:00-23:00,New York,5/21/17 8:41,89,Avenue A,new_york_state_hotel_association@mail.com,0498-077948,New York State Hotel Association,LFZbAOhfMFrMAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrMAAAAAAAAAA==/,"""10004fe7-0000-0200-0000-622fb5520000""",attachments/,1647293778
204,204,13:00-23:00,New York,6/8/17 20:26,117,Thelonius Monk Cir,the_windsor@yahoo.com,0497-298521,The Windsor,LFZbAOhfMFrNAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrNAAAAAAAAAA==/,"""100050e7-0000-0200-0000-622fb5520000""",attachments/,1647293778
205,205,13:00-23:00,New York,12/3/18 3:18,397,E 14th St,restaurant_mayan@inbox.com,0495-441347,Restaurant Mayan,LFZbAOhfMFrOAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrOAAAAAAAAAA==/,"""100051e7-0000-0200-0000-622fb5520000""",attachments/,1647293778
206,206,13:00-23:00,New York,9/1/17 8:59,227,W 130th St,congress_hotel_association@yahoo.com,0494-531353,Congress Hotel Association,LFZbAOhfMFrPAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrPAAAAAAAAAA==/,"""100052e7-0000-0200-0000-622fb5520000""",attachments/,1647293778
207,207,13:00-23:00,New York,5/8/17 14:48,58,Arden St,hotel_dreyfus_french_restauranr@hotmail.com,0497-831105,Hotel Dreyfus French Restauranr,LFZbAOhfMFrQAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrQAAAAAAAAAA==/,"""100053e7-0000-0200-0000-622fb5520000""",attachments/,1647293778
208,208,13:00-23:00,New York,2/27/19 13:19,417,W 9th St,2601_parkway@hotmail.com,0497-177926,2601 Parkway,LFZbAOhfMFrRAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrRAAAAAAAAAA==/,"""100054e7-0000-0200-0000-622fb5520000""",attachments/,1647293778
209,209,13:00-23:00,New York,5/29/17 23:16,101,Pomander Walk,luccionis@mail.com,0499-167949,Luccionis,LFZbAOhfMFrSAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrSAAAAAAAAAA==/,"""100055e7-0000-0200-0000-622fb5520000""",attachments/,1647293778
210,210,13:00-23:00,New York,7/21/17 8:41,180,Nagle Ave,unione_panettieri_italiani@yahoo.com,0497-511141,Unione Panettieri Italiani,LFZbAOhfMFrTAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrTAAAAAAAAAA==/,"""100056e7-0000-0200-0000-622fb5530000""",attachments/,1647293779
211,211,13:00-23:00,New York,5/26/17 4:35,94,E 39th St,pear_and_pardritge@inbox.com,0494-818290,Pear And Pardritge,LFZbAOhfMFrUAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrUAAAAAAAAAA==/,"""100057e7-0000-0200-0000-622fb5530000""",attachments/,1647293779
212,212,13:00-23:00,New York,7/30/17 4:56,187,Lincoln Center Plaza,the_astor@outlook.com,0498-833471,The Astor,LFZbAOhfMFrVAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrVAAAAAAAAAA==/,"""100058e7-0000-0200-0000-622fb5530000""",attachments/,1647293779
213,213,13:00-23:00,New York,9/10/17 12:35,239,W 62nd St,s_s_president_wilson@gmail.com,0496-652083,S. S. President Wilson,LFZbAOhfMFrWAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrWAAAAAAAAAA==/,"""10005be7-0000-0200-0000-622fb5530000""",attachments/,1647293779
214,214,13:00-23:00,New York,4/11/17 1:09,13,Leroy St,campi@yahoo.com,0497-846102,Campi,LFZbAOhfMFrXAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrXAAAAAAAAAA==/,"""10005de7-0000-0200-0000-622fb5530000""",attachments/,1647293779
215,215,13:00-23:00,New York,7/16/17 6:51,174,E 91st St,"complimentary_banquet,_mount_nelson_hotel_cape_town,_sa@outlook.com",0495-873566,"Complimentary Banquet, Mount Nelson Hotel Cape Town, S.A.",LFZbAOhfMFrYAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrYAAAAAAAAAA==/,"""10005ee7-0000-0200-0000-622fb5530000""",attachments/,1647293779
216,216,13:00-23:00,New York,5/23/17 9:39,90,Warren St,ristorante_cova@aol.com,0495-720584,Ristorante Cova,LFZbAOhfMFrZAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrZAAAAAAAAAA==/,"""10005fe7-0000-0200-0000-622fb5530000""",attachments/,1647293779
217,217,13:00-23:00,New York,4/29/17 20:52,43,W 46th St,paquebot_ile_de_france@hotmail.com,0497-003833,Paquebot Ile De France,LFZbAOhfMFraAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFraAAAAAAAAAA==/,"""100065e7-0000-0200-0000-622fb5530000""",attachments/,1647293779
218,218,13:00-23:00,New York,8/16/17 0:58,206,W 14th St,london_welsh_lodge@mail.com,0494-083351,London Welsh Lodge,LFZbAOhfMFrbAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrbAAAAAAAAAA==/,"""100066e7-0000-0200-0000-622fb5530000""",attachments/,1647293779
219,219,13:00-23:00,New York,7/11/18 12:54,362,Queensboro Bridge,missouri_society@hotmail.com,0496-413740,Missouri Society,LFZbAOhfMFrcAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrcAAAAAAAAAA==/,"""100067e7-0000-0200-0000-622fb5540000""",attachments/,1647293780
220,220,13:00-23:00,New York,9/1/17 17:04,228,W 132nd St,harvard_university@mail.com,0499-663789,Harvard University,LFZbAOhfMFrdAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFrdAAAAAAAAAA==/,"""100068e7-0000-0200-0000-622fb5540000""",attachments/,1647293780
221,221,13:00-23:00,New York,10/13/18 0:54,385,Cooper Square,amys@hotmail.com,0495-931276,Amys,LFZbAOhfMFreAAAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFreAAAAAAAAAA==/,"""10006ae7-0000-0200-0000-622fb5540000""",attachments/,1647293780
