opening_hours,city,creation_date,data_id,street,email,phone_number,name,lat,lon
12:00-20:00,San Francisco,9/2/17 10:21,230,Amatury Loop - Golden Gate National Recreation Area,incorporated_institute_of_accountants@inbox.com,0497-335529,Incorporated Institute Of Accountants,None,None
08:00-21:00,New York,6/6/17 5:35,114,E 118th St,mexican_american_ss_co@aol.com,0494-061867,Mexican American S.S. Co.,40.7962897,-73.9320391
08:00-21:00,San Francisco,8/31/17 6:42,224,Farragut Ave,rms_parthia@yahoo.com,0495-104482,R.M.S. Parthia,37.711118,-122.450774
08:00-21:00,San Francisco,6/19/17 23:50,140,Melba Ave,"norfolk_and_western_railway,_southern_railway_system@hotmail.com",0494-616661,"Norfolk And Western Railway, Southern Railway System",37.7311365,-122.4782691
12:00-20:00,New York,12/11/18 7:18,400,Freedom Pl,nippon_yusen_kaisha___ss_kobe_maru@outlook.com,0494-112445,Nippon Yusen Kaisha   S.S. Kobe Maru,41.6725937,-73.7995767
12:00-20:00,San Francisco,3/3/19 0:42,418,18th St,tzu_hai_pin_cantonese_restaurant@outlook.com,0494-371649,Tzu Hai Pin Cantonese Restaurant,37.7626374,-122.3955718
08:00-21:00,San Francisco,5/16/17 1:17,77,King St,the_essex_hotel_the_colonnades@outlook.com,0496-311243,The Essex Hotel The Colonnades,37.7808455,-122.388646
12:00-20:00,San Francisco,9/23/17 4:16,254,Rosenkranz St,university_of_catania@inbox.com,0494-463757,University Of Catania,37.741822,-122.410698
12:00-20:00,New York,6/11/17 7:23,121,Bank St,mr_smfelton@yahoo.com,0495-955929,Mr. S.M.Felton,40.736839,-74.003714
08:00-21:00,San Francisco,4/7/17 13:08,7,Moscow St,chula_vista@yahoo.com,0497-768114,Chula Vista,37.7131135,-122.4337358
12:00-20:00,San Francisco,5/18/17 20:22,82,Diaz Ave,the_french_village@gmail.com,0497-268817,The French Village,37.7181885,-122.4755209
08:00-21:00,San Francisco,12/11/17 5:50,296,Augusta St,poodle_duck_club@gmail.com,0497-687415,Poodle Duck Club,37.734348,-122.4045497
08:00-21:00,New York,6/13/18 22:49,355,E 4th St,girard_college@gmail.com,0495-994770,Girard College,40.722688,-73.9811227
12:00-20:00,New York,9/27/17 1:47,256,2nd Pl,north_carolina_society_of_new_york@hotmail.com,0498-182365,North Carolina Society Of New York,40.7068964,-74.0176905
08:00-21:00,San Francisco,4/10/17 15:26,11,37th Ave,old_poodle_dog_restaurant@inbox.com,0497-207420,Old Poodle Dog Restaurant,37.762848,-122.4964405
08:00-21:00,New York,9/10/17 0:18,238,Joe Dimaggio Hwy,the_buffalo_orpheus@outlook.com,0496-736045,The Buffalo Orpheus,40.7799364,-73.988414
12:00-20:00,San Francisco,8/21/17 18:32,214,Bret Harte Terrace,st_martins_lodge_no2455@mail.com,0495-278202,St. Martins Lodge No.2455,37.804763,-122.417603
08:00-21:00,New York,5/30/17 21:40,105,E 52nd St,broadway_tabernacle_church@hotmail.com,0497-404394,Broadway Tabernacle Church,40.7590733,-73.9745502
08:00-21:00,New York,3/18/18 4:50,335,W 125th St,little_china@outlook.com,0494-435750,Little China,40.8178078,-73.9602699
12:00-20:00,New York,7/1/17 6:22,155,S Street Viaduct,mayer@inbox.com,0495-219710,Mayer,None,None
12:00-20:00,New York,9/28/18 2:06,381,Minetta St,tsuruya@inbox.com,0499-748143,Tsuruya,40.7298963,-74.0013313
08:00-21:00,San Francisco,8/27/17 14:53,218,Himmelmann Pl,the_lambs@mail.com,0499-722010,The Lambs,37.7970548,-122.4129968
08:00-21:00,San Francisco,7/14/17 22:16,172,Lulu Alley,oceanic_steamship_company___ventura@aol.com,0498-620530,Oceanic Steamship Company   Ventura,37.7344277,-122.4528042
12:00-20:00,New York,1/18/18 2:59,313,E 113th St,clinton_b_fisk_prohibition_club@inbox.com,0499-321497,Clinton B. Fisk Prohibition Club,40.7950746,-73.9391862
08:00-21:00,New York,5/4/17 19:26,53,E 34th St,sherrys@outlook.com,0494-019956,Sherrys,40.7445155,-73.9752881
12:00-20:00,San Francisco,4/30/17 18:54,46,Glen Ct,sons_of_delaware@hotmail.com,0499-679840,Sons Of Delaware,37.7337912,-122.4299981
12:00-20:00,San Francisco,5/17/17 16:49,81,Clipper Cove Way,essex_house_at_the_colonnades@yahoo.com,0496-262728,Essex House At The Colonnades,37.817116,-122.369186
12:00-20:00,San Francisco,6/14/17 10:45,128,Islais St,chicken_ranch@aol.com,0498-127118,Chicken Ranch,37.7419552,-122.444095
08:00-21:00,New York,7/2/17 8:48,157,W 144th St,dewitt_clinton_council_no22_r&s_m@gmail.com,0495-500960,Dewitt Clinton Council No.22 R&S M,40.8239826,-73.9467254
08:00-21:00,New York,4/22/17 1:13,27,W Broadway,societe_nationale_de_poudres_et_explosifs@yahoo.com,0498-576501,Societe Nationale De Poudres Et Explosifs,40.7194586,-74.0061348
08:00-21:00,San Francisco,2/23/18 1:07,323,Crook St - Golden Gate National Recreation Area,regal@aol.com,0499-711644,Regal,None,None
08:00-21:00,New York,8/13/17 20:18,200,Chambers St,warrant_officers_of_the_us_north_atlantic_squadron@hotmail.com,0499-282218,Warrant Officers Of The U.S. North Atlantic Squadron,40.717354,-74.0132398
08:00-21:00,New York,12/28/17 7:26,308,E 88th St,south_shore_country_club@yahoo.com,0498-612246,South Shore Country Club,40.6326668,-73.9000974
12:00-20:00,San Francisco,4/13/17 2:39,14,Central Ave,hotel_st_george@inbox.com,0497-692057,Hotel St. George,37.7705211,-122.4436778
12:00-20:00,New York,5/31/17 8:42,106,Park Pl,the_concord@yahoo.com,0498-089105,The Concord,40.6748186,-73.9576469
08:00-21:00,San Francisco,10/30/18 13:27,389,Donahue St,donahues_lunch@outlook.com,0494-639488,Donahues Lunch,37.7156712,-122.3819528
12:00-20:00,New York,1/5/19 6:23,404,W 107th St,king_solomons_grill@inbox.com,0498-050087,King Solomons Grill,40.8023337,-73.9681074
08:00-21:00,New York,4/3/17 14:06,0,E 84th St,billiard_pool_and_bowling_tournament@gmail.com,0499-071595,Billiard Pool And Bowling Tournament,40.6411761,-73.914588
08:00-21:00,New York,9/5/18 16:47,377,Chatham Square,chews_cafe@mail.com,0499-718466,Chews Cafe,40.7135058,-73.9985306
08:00-21:00,San Francisco,6/5/17 5:37,112,Mcrae Ln - Golden Gate National Recreation Area,taj@gmail.com,0496-945579,Taj,None,None
12:00-20:00,New York,6/16/17 11:58,137,Morningside Dr,rubinstein_club@gmail.com,0495-178975,Rubinstein Club,40.8064255,-73.9591348
08:00-21:00,San Francisco,4/12/18 0:38,343,San Felipe Ave,battle_creek_sanitarium@yahoo.com,0495-457335,Battle Creek Sanitarium,37.7314372,-122.4624679
08:00-21:00,San Francisco,6/20/17 9:43,141,Harper St,hotel_new_weston@yahoo.com,0495-938854,Hotel New Weston,37.740753,-122.42984
12:00-20:00,New York,9/12/17 16:04,242,W 82nd St,providence_art_club@mail.com,0498-391969,Providence Art Club,40.7850879,-73.9769058
12:00-20:00,New York,10/25/18 20:51,387,Harlem River Dr,societa_la_piemontese@inbox.com,0495-910657,Societa La Piemontese,40.8187778,-73.934348
08:00-21:00,New York,12/5/18 14:44,398,Albany St,pabst@hotmail.com,0496-275105,Pabst,42.7281062,-73.8542973
12:00-20:00,San Francisco,9/2/17 17:42,231,Hiliritas Ave,town_hall@mail.com,0496-434000,Town Hall,37.7378078,-122.437491
12:00-20:00,New York,12/28/17 5:42,307,Queens Midtown Tunnel,dr_h_g_sherman@inbox.com,0497-068717,Dr. H. G. Sherman,40.7430865,-73.9611197
08:00-21:00,San Francisco,5/7/17 23:14,57,Minnesota St,geneva_society_international_society_of_hotel_employees@outlook.com,0494-817642,Geneva Society International Society Of Hotel Employees,37.7541051,-122.3898723
08:00-21:00,New York,5/15/17 9:47,76,Dyer Ave,canadian_pacific_railway_co___ss_alberta@aol.com,0495-668133,Canadian Pacific Railway Co.   S.S. Alberta,40.7540447,-73.9975485
12:00-20:00,San Francisco,11/5/17 5:15,278,El Polin Loop - Golden Gate National Recreation Area,hotel_statler@mail.com,0494-441699,Hotel Statler,None,None
12:00-20:00,New York,4/21/17 1:55,26,Barrow St,iturbide_restaurant@outlook.com,0499-616306,Iturbide Restaurant,40.731851,-74.0050606
08:00-21:00,New York,7/8/17 9:19,165,Thompson St,norge_hotel@inbox.com,0495-617859,Norge Hotel,43.0286674,-78.8763944
08:00-21:00,San Francisco,3/26/19 15:08,423,Freeman Ct,mitre_hotel@outlook.com,0499-584187,Mitre Hotel,37.7936748,-122.4099127
12:00-20:00,San Francisco,7/28/17 18:54,186,Blanche St,the_guaranty_club@gmail.com,0498-243008,The Guaranty Club,37.7531951,-122.4292501
08:00-21:00,New York,8/30/17 4:19,221,Convent Ave,hotel_ingleside_motel@aol.com,0498-763590,Hotel Ingleside Motel,40.8287321,-73.9424307
08:00-21:00,San Francisco,2/13/19 10:05,413,Clementina St,waltons_old_homestead_oyster_and_chop_house@hotmail.com,0495-034310,Waltons Old Homestead Oyster And Chop House,37.7806915,-122.4039359
08:00-21:00,San Francisco,8/10/18 0:34,370,Auburn St,louisville_&_nashville_railroaad___the_pullman_co@mail.com,0497-666392,Louisville & Nashville Railroaad   The Pullman Co.,37.7953744,-122.4123656
08:00-21:00,San Francisco,9/17/17 3:11,246,Yerba Buena Dr,barkers_restaurant_and_lunch_room@aol.com,0496-818071,Barkers Restaurant and Lunch Room,37.8101324,-122.3679339
08:00-21:00,San Francisco,8/18/17 15:07,209,Drake St,brooklyn_daily_eagle_staff@mail.com,0495-413294,Brooklyn Daily Eagle Staff,37.7081634,-122.4349721
12:00-20:00,San Francisco,5/7/17 23:03,56,Jason Ct,saratogy_racing_association@outlook.com,0494-179301,Saratogy Racing Association,37.7963871,-122.4074233
08:00-21:00,San Francisco,7/10/17 11:42,167,Folsom St,florida_postmasters_association@gmail.com,0499-468400,Florida Postmasters Association,37.78683135,-122.39568015971261
12:00-20:00,San Francisco,6/2/17 23:17,110,Cosmo Pl,hardware_and_metal_trades@mail.com,0497-381236,Hardware And Metal Trades,37.7880693,-122.4125256
08:00-21:00,New York,4/14/17 1:04,17,W 163rd St,junket_club@gmail.com,0497-162179,Junket Club,40.8358804,-73.9378384
08:00-21:00,New York,10/22/17 23:32,274,E 132nd St,metlife_building@yahoo.com,0499-503020,MetLife Building,40.8094561,-73.935711
12:00-20:00,New York,8/31/17 8:29,225,E 81st St,town_and_country@mail.com,0496-293959,Town And Country,40.6410349,-73.9181361
08:00-21:00,San Francisco,8/15/17 2:20,203,C St,brevoort_house@aol.com,0498-994926,Brevoort House,37.72493,-122.362581
12:00-20:00,New York,2/18/19 7:11,415,Duke Ellington Blvd,le_vert_galant@hotmail.com,0494-695923,Le Vert Galant,40.8012291,-73.967607
12:00-20:00,New York,4/9/17 2:10,9,Cherry St,del_coronada_hotel@yahoo.com,0499-572241,Del Coronada Hotel,40.7122675,-73.9799454
12:00-20:00,New York,6/8/17 13:23,116,Cliff St,leones@yahoo.com,0495-793323,Leones,43.1235193,-79.0548197
08:00-21:00,San Francisco,2/7/18 3:44,319,Freelon St,penn_stroud_hotel@mail.com,0498-638390,Penn Stroud Hotel,37.778425,-122.3974833
12:00-20:00,San Francisco,6/10/17 1:07,118,Belvedere St,dramaten_restaurangen@inbox.com,0494-988561,Dramaten Restaurangen,37.7626987,-122.4479936
08:00-21:00,New York,7/2/17 19:11,158,W 143rd St,the_radisson_hotels@inbox.com,0494-801377,The Radisson Hotels,40.8179469,-73.9343501
08:00-21:00,New York,1/11/18 22:36,311,Reade St,west_side_club@inbox.com,0495-442023,West Side Club,40.7159737,-74.0087202
08:00-21:00,New York,5/15/18 4:06,348,Washington Square W,kemms_cafe_and_restaurant@inbox.com,0495-953773,Kemms Cafe and Restaurant,40.7316274,-73.9991063
12:00-20:00,San Francisco,4/24/17 1:04,32,Loyola Terrace,national_association_of_photo_engravers@mail.com,0497-606847,National Association Of Photo Engravers,37.7755881,-122.4488918
12:00-20:00,New York,6/14/17 11:14,129,W 60th St,hotel_worthy@aol.com,0498-745816,Hotel Worthy,40.7706309,-73.9861926
